-1.20924,0.712044,1.53415,0,1
-2.22953,2.88152,2.45461,0,1
-3.083,0.877719,-1.7239,0,1
0.252094,2.91873,2.67075,0,1
-1.20126,0.610809,-1.64509,0,1
-2.93982,-0.893083,2.18194,0,1
0.457248,2.30879,0.831743,0,1
-1.54157,2.83816,-0.29522,0,1
2.61531,0.966826,1.90811,0,1
-0.285225,1.60244,0.890183,0,1
-0.226124,-1.57727,1.54663,0,1
-1.8049,2.84041,0.85544,0,1
-3.01339,-2.26688,0.0157377,0,1
0.00712097,2.52262,-0.802153,0,1
-2.69914,1.15416,-2.28196,0,1
-0.316698,-2.10276,-3.04953,0,1
2.90475,-2.52407,-3.11272,0,1
-1.3368,-0.956566,-3.1005,0,1
2.15106,2.01639,-0.123568,0,1
-1.52936,-1.90755,-1.60377,0,1
-0.257251,2.22729,0.591919,0,1
-1.7109,-0.128736,-2.70444,0,1
-2.80185,-0.659498,-2.94174,0,1
0.303764,-0.767816,0.983115,0,1
-1.63959,1.61917,-0.429414,0,1
3.11679,-0.911649,-1.03303,0,1
-2.83446,2.82423,-3.08496,0,1
-1.93454,0.953907,1.47187,0,1
1.82034,1.1164,-2.97356,0,1
2.5461,-1.83793,0.252802,0,1
1.88104,0.638959,1.70428,0,1
-1.47243,0.478636,3.02916,0,1
0.591015,2.53272,-2.44546,0,1
2.37489,-2.93092,2.61407,0,1
1.098,-2.53389,1.41526,0,1
0.867629,0.277206,2.79204,0,1
3.03918,1.16463,-1.16042,0,1
-1.90551,0.157493,-1.91353,0,1
0.182811,-1.21758,-2.98752,0,1
1.13512,2.9804,3.01599,0,1
1.85952,3.01098,2.81922,0,1
-1.06601,-0.709319,1.39778,0,1
2.22927,0.135688,1.71233,0,1
1.55105,-2.40466,-0.714195,0,1
-2.6735,-0.795635,-0.379193,0,1
2.01948,1.40068,-0.252506,0,1
-1.041,0.287001,-2.74567,0,1
0.313403,1.2197,2.02227,0,1
2.62982,1.64128,-1.7553,0,1
-0.942976,2.8393,0.701559,0,1
